frequency	v(onoise)*v(onoise)/100	v(onoise)/100
1.119437883467149e+00	2.355544e-19	4.853395e-11
1.122018454301960e+00	2.355544e-19	4.853395e-11
1.124604973966923e+00	2.355544e-19	4.853395e-11
1.127197456175507e+00	2.355544e-19	4.853395e-11
1.129795914672794e+00	2.355544e-19	4.853395e-11
1.132400363235554e+00	2.355544e-19	4.853395e-11
1.135010815672312e+00	2.355544e-19	4.853395e-11
1.137627285823427e+00	2.355544e-19	4.853395e-11
1.140249787561165e+00	2.355544e-19	4.853395e-11
1.142878334789768e+00	2.355544e-19	4.853395e-11
1.145512941445532e+00	2.355544e-19	4.853395e-11
1.148153621496879e+00	2.355544e-19	4.853395e-11
1.150800388944432e+00	2.355544e-19	4.853395e-11
1.153453257821088e+00	2.355544e-19	4.853395e-11
1.156112242192095e+00	2.355544e-19	4.853395e-11
1.158777356155122e+00	2.355544e-19	4.853395e-11
1.161448613840339e+00	2.355544e-19	4.853395e-11
1.164126029410487e+00	2.355544e-19	4.853395e-11
1.166809617060959e+00	2.355544e-19	4.853395e-11
1.169499391019867e+00	2.355544e-19	4.853395e-11
1.172195365548126e+00	2.355544e-19	4.853395e-11
1.174897554939525e+00	2.355544e-19	4.853395e-11
1.177605973520803e+00	2.355544e-19	4.853395e-11
1.180320635651725e+00	2.355544e-19	4.853395e-11
1.183041555725160e+00	2.355544e-19	4.853395e-11
1.185768748167155e+00	2.355544e-19	4.853395e-11
1.188502227437014e+00	2.355544e-19	4.853395e-11
1.191242008027370e+00	2.355544e-19	4.853395e-11
1.193988104464268e+00	2.355544e-19	4.853395e-11
1.196740531307239e+00	2.355544e-19	4.853395e-11
1.199499303149374e+00	2.355544e-19	4.853395e-11
1.202264434617408e+00	2.355544e-19	4.853395e-11
1.205035940371792e+00	2.355544e-19	4.853395e-11
1.207813835106775e+00	2.355544e-19	4.853395e-11
1.210598133550477e+00	2.355544e-19	4.853395e-11
1.213388850464972e+00	2.355544e-19	4.853395e-11
1.216186000646363e+00	2.355544e-19	4.853395e-11
1.218989598924861e+00	2.355544e-19	4.853395e-11
1.221799660164866e+00	2.355544e-19	4.853395e-11
1.224616199265043e+00	2.355544e-19	4.853395e-11
1.227439231158401e+00	2.355544e-19	4.853395e-11
1.230268770812376e+00	2.355544e-19	4.853395e-11
1.233104833228903e+00	2.355544e-19	4.853395e-11
1.235947433444504e+00	2.355544e-19	4.853395e-11
1.238796586530363e+00	2.355544e-19	4.853395e-11
1.241652307592405e+00	2.355544e-19	4.853395e-11
1.244514611771379e+00	2.355544e-19	4.853395e-11
1.247383514242937e+00	2.355544e-19	4.853395e-11
1.250259030217714e+00	2.355544e-19	4.853395e-11
1.253141174941409e+00	2.355544e-19	4.853395e-11
1.256029963694868e+00	2.355544e-19	4.853395e-11
1.258925411794161e+00	2.355544e-19	4.853395e-11
1.261827534590664e+00	2.355544e-19	4.853395e-11
1.264736347471144e+00	2.355544e-19	4.853395e-11
1.267651865857839e+00	2.355544e-19	4.853395e-11
1.270574105208535e+00	2.355544e-19	4.853395e-11
1.273503081016655e+00	2.355544e-19	4.853395e-11
1.276438808811337e+00	2.355544e-19	4.853395e-11
1.279381304157517e+00	2.355544e-19	4.853395e-11
1.282330582656014e+00	2.355544e-19	4.853395e-11
1.285286659943608e+00	2.355544e-19	4.853395e-11
1.288249551693126e+00	2.355544e-19	4.853395e-11
1.291219273613526e+00	2.355544e-19	4.853395e-11
1.294195841449978e+00	2.355544e-19	4.853395e-11
1.297179270983948e+00	2.355544e-19	4.853395e-11
1.300169578033282e+00	2.355544e-19	4.853395e-11
1.303166778452291e+00	2.355544e-19	4.853395e-11
1.306170888131833e+00	2.355544e-19	4.853395e-11
1.309181922999399e+00	2.355544e-19	4.853395e-11
1.312199899019195e+00	2.355544e-19	4.853395e-11
1.315224832192230e+00	2.355544e-19	4.853395e-11
1.318256738556399e+00	2.355544e-19	4.853395e-11
1.321295634186567e+00	2.355544e-19	4.853395e-11
1.324341535194656e+00	2.355544e-19	4.853395e-11
1.327394457729731e+00	2.355544e-19	4.853395e-11
1.330454417978082e+00	2.355544e-19	4.853395e-11
1.333521432163315e+00	2.355544e-19	4.853395e-11
1.336595516546433e+00	2.355544e-19	4.853395e-11
1.339676687425926e+00	2.355544e-19	4.853395e-11
1.342764961137855e+00	2.355544e-19	4.853395e-11
1.345860354055939e+00	2.355544e-19	4.853395e-11
1.348962882591644e+00	2.355544e-19	4.853395e-11
1.352072563194268e+00	2.355544e-19	4.853395e-11
1.355189412351026e+00	2.355544e-19	4.853395e-11
1.358313446587145e+00	2.355544e-19	4.853395e-11
1.361444682465940e+00	2.355544e-19	4.853395e-11
1.364583136588915e+00	2.355544e-19	4.853395e-11
1.367728825595839e+00	2.355544e-19	4.853395e-11
1.370881766164844e+00	2.355544e-19	4.853395e-11
1.374041975012505e+00	2.355544e-19	4.853395e-11
1.377209468893936e+00	2.355544e-19	4.853395e-11
1.380384264602874e+00	2.355544e-19	4.853395e-11
1.383566378971771e+00	2.355544e-19	4.853395e-11
1.386755828871878e+00	2.355544e-19	4.853395e-11
1.389952631213343e+00	2.355544e-19	4.853395e-11
1.393156802945293e+00	2.355544e-19	4.853395e-11
1.396368361055927e+00	2.355544e-19	4.853395e-11
1.399587322572607e+00	2.355544e-19	4.853395e-11
1.402813704561947e+00	2.355544e-19	4.853395e-11
1.406047524129903e+00	2.355544e-19	4.853395e-11
1.409288798421863e+00	2.355544e-19	4.853395e-11
1.412537544622743e+00	2.355544e-19	4.853395e-11
1.415793779957070e+00	2.355544e-19	4.853395e-11
1.419057521689081e+00	2.355544e-19	4.853395e-11
1.422328787122808e+00	2.355544e-19	4.853395e-11
1.425607593602176e+00	2.355544e-19	4.853395e-11
1.428893958511091e+00	2.355544e-19	4.853395e-11
1.432187899273532e+00	2.355544e-19	4.853395e-11
1.435489433353644e+00	2.355544e-19	4.853395e-11
1.438798578255833e+00	2.355544e-19	4.853395e-11
1.442115351524856e+00	2.355544e-19	4.853395e-11
1.445439770745915e+00	2.355544e-19	4.853395e-11
1.448771853544749e+00	2.355544e-19	4.853395e-11
1.452111617587730e+00	2.355544e-19	4.853395e-11
1.455459080581953e+00	2.355544e-19	4.853395e-11
1.458814260275336e+00	2.355544e-19	4.853395e-11
1.462177174456705e+00	2.355544e-19	4.853395e-11
1.465547840955898e+00	2.355544e-19	4.853395e-11
1.468926277643854e+00	2.355544e-19	4.853395e-11
1.472312502432706e+00	2.355544e-19	4.853395e-11
1.475706533275881e+00	2.355544e-19	4.853395e-11
1.479108388168194e+00	2.355544e-19	4.853395e-11
1.482518085145940e+00	2.355544e-19	4.853395e-11
1.485935642286993e+00	2.355544e-19	4.853395e-11
1.489361077710901e+00	2.355544e-19	4.853395e-11
1.492794409578982e+00	2.355544e-19	4.853395e-11
1.496235656094419e+00	2.355544e-19	4.853395e-11
1.499684835502360e+00	2.355544e-19	4.853395e-11
1.503141966090008e+00	2.355544e-19	4.853395e-11
1.506607066186728e+00	2.355544e-19	4.853395e-11
1.510080154164134e+00	2.355544e-19	4.853395e-11
1.513561248436194e+00	2.355544e-19	4.853395e-11
1.517050367459322e+00	2.355544e-19	4.853395e-11
1.520547529732481e+00	2.355544e-19	4.853395e-11
1.524052753797277e+00	2.355544e-19	4.853395e-11
1.527566058238058e+00	2.355544e-19	4.853395e-11
1.531087461682015e+00	2.355544e-19	4.853395e-11
1.534616982799279e+00	2.355544e-19	4.853395e-11
1.538154640303019e+00	2.355544e-19	4.853395e-11
1.541700452949544e+00	2.355544e-19	4.853395e-11
1.545254439538398e+00	2.355544e-19	4.853395e-11
1.548816618912466e+00	2.355544e-19	4.853395e-11
1.552387009958066e+00	2.355544e-19	4.853395e-11
1.555965631605059e+00	2.355544e-19	4.853395e-11
1.559552502826937e+00	2.355544e-19	4.853395e-11
1.563147642640938e+00	2.355544e-19	4.853395e-11
1.566751070108133e+00	2.355544e-19	4.853395e-11
1.570362804333536e+00	2.355544e-19	4.853395e-11
1.573982864466203e+00	2.355544e-19	4.853395e-11
1.577611269699332e+00	2.355544e-19	4.853395e-11
1.581248039270367e+00	2.355544e-19	4.853395e-11
1.584893192461097e+00	2.355544e-19	4.853395e-11
1.588546748597762e+00	2.355544e-19	4.853395e-11
1.592208727051153e+00	2.355544e-19	4.853395e-11
1.595879147236715e+00	2.355544e-19	4.853395e-11
1.599558028614651e+00	2.355544e-19	4.853395e-11
1.603245390690024e+00	2.355544e-19	4.853395e-11
1.606941253012860e+00	2.355544e-19	4.853395e-11
1.610645635178253e+00	2.355544e-19	4.853395e-11
1.614358556826468e+00	2.355544e-19	4.853395e-11
1.618080037643048e+00	2.355544e-19	4.853395e-11
1.621810097358912e+00	2.355544e-19	4.853395e-11
1.625548755750466e+00	2.355544e-19	4.853395e-11
1.629296032639704e+00	2.355544e-19	4.853395e-11
1.633051947894316e+00	2.355544e-19	4.853395e-11
1.636816521427790e+00	2.355544e-19	4.853395e-11
1.640589773199520e+00	2.355544e-19	4.853395e-11
1.644371723214913e+00	2.355544e-19	4.853395e-11
1.648162391525489e+00	2.355544e-19	4.853395e-11
1.651961798228996e+00	2.355544e-19	4.853395e-11
1.655769963469509e+00	2.355544e-19	4.853395e-11
1.659586907437541e+00	2.355544e-19	4.853395e-11
1.663412650370150e+00	2.355544e-19	4.853395e-11
1.667247212551043e+00	2.355544e-19	4.853395e-11
1.671090614310688e+00	2.355544e-19	4.853395e-11
1.674942876026417e+00	2.355544e-19	4.853395e-11
1.678804018122540e+00	2.355544e-19	4.853395e-11
1.682674061070447e+00	2.355544e-19	4.853395e-11
1.686553025388721e+00	2.355544e-19	4.853395e-11
1.690440931643244e+00	2.355544e-19	4.853395e-11
1.694337800447308e+00	2.355544e-19	4.853395e-11
1.698243652461723e+00	2.355544e-19	4.853395e-11
1.702158508394930e+00	2.355544e-19	4.853395e-11
1.706082389003102e+00	2.355544e-19	4.853395e-11
1.710015315090266e+00	2.355544e-19	4.853395e-11
1.713957307508404e+00	2.355544e-19	4.853395e-11
1.717908387157567e+00	2.355544e-19	4.853395e-11
1.721868574985985e+00	2.355544e-19	4.853395e-11
1.725837891990182e+00	2.355544e-19	4.853395e-11
1.729816359215080e+00	2.355544e-19	4.853395e-11
1.733803997754116e+00	2.355544e-19	4.853395e-11
1.737800828749353e+00	2.355544e-19	4.853395e-11
1.741806873391592e+00	2.355544e-19	4.853395e-11
1.745822152920481e+00	2.355544e-19	4.853395e-11
1.749846688624634e+00	2.355544e-19	4.853395e-11
1.753880501841738e+00	2.355544e-19	4.853395e-11
1.757923613958670e+00	2.355544e-19	4.853395e-11
1.761976046411606e+00	2.355544e-19	4.853395e-11
1.766037820686141e+00	2.355544e-19	4.853395e-11
1.770108958317398e+00	2.355544e-19	4.853395e-11
1.774189480890142e+00	2.355544e-19	4.853395e-11
1.778279410038899e+00	2.355544e-19	4.853395e-11
1.782378767448066e+00	2.355544e-19	4.853395e-11
1.786487574852027e+00	2.355544e-19	4.853395e-11
1.790605854035270e+00	2.355544e-19	4.853395e-11
1.794733626832502e+00	2.355544e-19	4.853395e-11
1.798870915128763e+00	2.355544e-19	4.853395e-11
1.803017740859544e+00	2.355544e-19	4.853395e-11
1.807174126010902e+00	2.355544e-19	4.853395e-11
1.811340092619578e+00	2.355544e-19	4.853395e-11
1.815515662773111e+00	2.355544e-19	4.853395e-11
1.819700858609958e+00	2.355544e-19	4.853395e-11
1.823895702319613e+00	2.355544e-19	4.853395e-11
1.828100216142717e+00	2.355544e-19	4.853395e-11
1.832314422371186e+00	2.355544e-19	4.853395e-11
1.836538343348320e+00	2.355544e-19	4.853395e-11
1.840772001468930e+00	2.355544e-19	4.853395e-11
1.845015419179447e+00	2.355544e-19	4.853395e-11
1.849268618978052e+00	2.355544e-19	4.853395e-11
1.853531623414785e+00	2.355544e-19	4.853395e-11
1.857804455091672e+00	2.355544e-19	4.853395e-11
1.862087136662841e+00	2.355544e-19	4.853395e-11
1.866379690834643e+00	2.355544e-19	4.853395e-11
1.870682140365773e+00	2.355544e-19	4.853395e-11
1.874994508067391e+00	2.355544e-19	4.853395e-11
1.879316816803241e+00	2.355544e-19	4.853395e-11
1.883649089489773e+00	2.355544e-19	4.853395e-11
1.887991349096266e+00	2.355544e-19	4.853395e-11
1.892343618644947e+00	2.355544e-19	4.853395e-11
1.896705921211118e+00	2.355544e-19	4.853395e-11
1.901078279923272e+00	2.355544e-19	4.853395e-11
1.905460717963219e+00	2.355544e-19	4.853395e-11
1.909853258566210e+00	2.355544e-19	4.853395e-11
1.914255925021057e+00	2.355544e-19	4.853395e-11
1.918668740670260e+00	2.355544e-19	4.853395e-11
1.923091728910129e+00	2.355544e-19	4.853395e-11
1.927524913190907e+00	2.355544e-19	4.853395e-11
1.931968317016894e+00	2.355544e-19	4.853395e-11
1.936421963946577e+00	2.355544e-19	4.853395e-11
1.940885877592748e+00	2.355544e-19	4.853395e-11
1.945360081622633e+00	2.355544e-19	4.853395e-11
1.949844599758015e+00	2.355544e-19	4.853395e-11
1.954339455775364e+00	2.355544e-19	4.853395e-11
1.958844673505959e+00	2.355544e-19	4.853395e-11
1.963360276836016e+00	2.355544e-19	4.853395e-11
1.967886289706814e+00	2.355544e-19	4.853395e-11
1.972422736114823e+00	2.355544e-19	4.853395e-11
1.976969640111830e+00	2.355544e-19	4.853395e-11
1.981527025805067e+00	2.355544e-19	4.853395e-11
1.986094917357340e+00	2.355544e-19	4.853395e-11
1.990673338987155e+00	2.355544e-19	4.853395e-11
1.995262314968848e+00	2.355544e-19	4.853395e-11
1.999861869632712e+00	2.355544e-19	4.853395e-11
2.004472027365129e+00	2.355544e-19	4.853395e-11
2.009092812608695e+00	2.355544e-19	4.853395e-11
2.013724249862356e+00	2.355544e-19	4.853395e-11
2.018366363681528e+00	2.355544e-19	4.853395e-11
2.023019178678239e+00	2.355544e-19	4.853395e-11
2.027682719521249e+00	2.355544e-19	4.853395e-11
2.032357010936189e+00	2.355544e-19	4.853395e-11
2.037042077705685e+00	2.355544e-19	4.853395e-11
2.041737944669495e+00	2.355544e-19	4.853395e-11
2.046444636724640e+00	2.355544e-19	4.853395e-11
2.051162178825531e+00	2.355544e-19	4.853395e-11
2.055890595984108e+00	2.355544e-19	4.853395e-11
2.060629913269965e+00	2.355544e-19	4.853395e-11
2.065380155810495e+00	2.355544e-19	4.853395e-11
2.070141348791007e+00	2.355544e-19	4.853395e-11
2.074913517454875e+00	2.355544e-19	4.853395e-11
2.079696687103660e+00	2.355544e-19	4.853395e-11
2.084490883097253e+00	2.355544e-19	4.853395e-11
2.089296130854004e+00	2.355544e-19	4.853395e-11
2.094112455850857e+00	2.355544e-19	4.853395e-11
2.098939883623488e+00	2.355544e-19	4.853395e-11
2.103778439766439e+00	2.355544e-19	4.853395e-11
2.108628149933253e+00	2.355544e-19	4.853395e-11
2.113489039836610e+00	2.355544e-19	4.853395e-11
2.118361135248465e+00	2.355544e-19	4.853395e-11
2.123244462000182e+00	2.355544e-19	4.853395e-11
2.128139045982675e+00	2.355544e-19	4.853395e-11
2.133044913146539e+00	2.355544e-19	4.853395e-11
2.137962089502194e+00	2.355544e-19	4.853395e-11
2.142890601120021e+00	2.355544e-19	4.853395e-11
2.147830474130496e+00	2.355544e-19	4.853395e-11
2.152781734724335e+00	2.355544e-19	4.853395e-11
2.157744409152628e+00	2.355544e-19	4.853395e-11
2.162718523726982e+00	2.355544e-19	4.853395e-11
2.167704104819656e+00	2.355544e-19	4.853395e-11
2.172701178863706e+00	2.355544e-19	4.853395e-11
2.177709772353119e+00	2.355544e-19	4.853395e-11
2.182729911842962e+00	2.355544e-19	4.853395e-11
2.187761623949513e+00	2.355544e-19	4.853395e-11
2.192804935350409e+00	2.355544e-19	4.853395e-11
2.197859872784785e+00	2.355544e-19	4.853395e-11
2.202926463053416e+00	2.355544e-19	4.853395e-11
2.208004733018859e+00	2.355544e-19	4.853395e-11
2.213094709605597e+00	2.355544e-19	4.853395e-11
2.218196419800178e+00	2.355544e-19	4.853395e-11
2.223309890651362e+00	2.355544e-19	4.853395e-11
2.228435149270262e+00	2.355544e-19	4.853395e-11
2.233572222830490e+00	2.355544e-19	4.853395e-11
2.238721138568298e+00	2.355544e-19	4.853395e-11
2.243881923782725e+00	2.355544e-19	4.853395e-11
2.249054605835739e+00	2.355544e-19	4.853395e-11
2.254239212152387e+00	2.355544e-19	4.853395e-11
2.259435770220935e+00	2.355544e-19	4.853395e-11
2.264644307593016e+00	2.355544e-19	4.853395e-11
2.269864851883779e+00	2.355544e-19	4.853395e-11
2.275097430772027e+00	2.355544e-19	4.853395e-11
2.280342072000374e+00	2.355544e-19	4.853395e-11
2.285598803375386e+00	2.355544e-19	4.853395e-11
2.290867652767729e+00	2.355544e-19	4.853395e-11
2.296148648112318e+00	2.355544e-19	4.853395e-11
2.301441817408464e+00	2.355544e-19	4.853395e-11
2.306747188720024e+00	2.355544e-19	4.853395e-11
2.312064790175550e+00	2.355544e-19	4.853395e-11
2.317394649968433e+00	2.355544e-19	4.853395e-11
2.322736796357062e+00	2.355544e-19	4.853395e-11
2.328091257664962e+00	2.355544e-19	4.853395e-11
2.333458062280957e+00	2.355544e-19	4.853395e-11
2.338837238659309e+00	2.355544e-19	4.853395e-11
2.344228815319876e+00	2.355544e-19	4.853395e-11
2.349632820848261e+00	2.355544e-19	4.853395e-11
2.355049283895963e+00	2.355544e-19	4.853395e-11
2.360478233180530e+00	2.355544e-19	4.853395e-11
2.365919697485711e+00	2.355544e-19	4.853395e-11
2.371373705661608e+00	2.355544e-19	4.853395e-11
2.376840286624829e+00	2.355544e-19	4.853395e-11
2.382319469358642e+00	2.355544e-19	4.853395e-11
2.387811282913129e+00	2.355544e-19	4.853395e-11
2.393315756405339e+00	2.355544e-19	4.853395e-11
2.398832919019442e+00	2.355544e-19	4.853395e-11
2.404362800006884e+00	2.355544e-19	4.853395e-11
2.409905428686546e+00	2.355544e-19	4.853395e-11
2.415460834444891e+00	2.355544e-19	4.853395e-11
2.421029046736129e+00	2.355544e-19	4.853395e-11
2.426610095082366e+00	2.355544e-19	4.853395e-11
2.432204009073765e+00	2.355544e-19	4.853395e-11
2.437810818368702e+00	2.355544e-19	4.853395e-11
2.443430552693922e+00	2.355544e-19	4.853395e-11
2.449063241844695e+00	2.355544e-19	4.853395e-11
2.454708915684980e+00	2.355544e-19	4.853395e-11
2.460367604147576e+00	2.355544e-19	4.853395e-11
2.466039337234287e+00	2.355544e-19	4.853395e-11
2.471724145016079e+00	2.355544e-19	4.853395e-11
2.477422057633234e+00	2.355544e-19	4.853395e-11
2.483133105295518e+00	2.355544e-19	4.853395e-11
2.488857318282339e+00	2.355544e-19	4.853395e-11
2.494594726942902e+00	2.355544e-19	4.853395e-11
2.500345361696378e+00	2.355544e-19	4.853395e-11
2.506109253032060e+00	2.355544e-19	4.853395e-11
2.511886431509526e+00	2.355544e-19	4.853395e-11
2.517676927758802e+00	2.355544e-19	4.853395e-11
2.523480772480521e+00	2.355544e-19	4.853395e-11
2.529297996446090e+00	2.355544e-19	4.853395e-11
2.535128630497853e+00	2.355544e-19	4.853395e-11
2.540972705549250e+00	2.355544e-19	4.853395e-11
2.546830252584986e+00	2.355544e-19	4.853395e-11
2.552701302661191e+00	2.355544e-19	4.853395e-11
2.558585886905590e+00	2.355544e-19	4.853395e-11
2.564484036517661e+00	2.355544e-19	4.853395e-11
2.570395782768808e+00	2.355544e-19	4.853395e-11
2.576321157002519e+00	2.355544e-19	4.853395e-11
2.582260190634539e+00	2.355544e-19	4.853395e-11
2.588212915153035e+00	2.355544e-19	4.853395e-11
2.594179362118757e+00	2.355544e-19	4.853395e-11
2.600159563165214e+00	2.355544e-19	4.853395e-11
2.606153549998838e+00	2.355544e-19	4.853395e-11
2.612161354399148e+00	2.355544e-19	4.853395e-11
2.618183008218927e+00	2.355544e-19	4.853395e-11
2.624218543384383e+00	2.355544e-19	4.853395e-11
2.630267991895323e+00	2.355544e-19	4.853395e-11
2.636331385825321e+00	2.355544e-19	4.853395e-11
2.642408757321887e+00	2.355544e-19	4.853395e-11
2.648500138606641e+00	2.355544e-19	4.853395e-11
2.654605561975479e+00	2.355544e-19	4.853395e-11
2.660725059798749e+00	2.355544e-19	4.853395e-11
2.666858664521419e+00	2.355544e-19	4.853395e-11
2.673006408663250e+00	2.355544e-19	4.853395e-11
2.679168324818971e+00	2.355544e-19	4.853395e-11
2.685344445658446e+00	2.355544e-19	4.853395e-11
2.691534803926854e+00	2.355544e-19	4.853395e-11
2.697739432444858e+00	2.355544e-19	4.853395e-11
2.703958364108781e+00	2.355544e-19	4.853395e-11
2.710191631890780e+00	2.355544e-19	4.853395e-11
2.716439268839020e+00	2.355544e-19	4.853395e-11
2.722701308077849e+00	2.355544e-19	4.853395e-11
2.728977782807978e+00	2.355544e-19	4.853395e-11
2.735268726306648e+00	2.355544e-19	4.853395e-11
2.741574171927818e+00	2.355544e-19	4.853395e-11
2.747894153102333e+00	2.355544e-19	4.853395e-11
2.754228703338102e+00	2.355544e-19	4.853395e-11
2.760577856220281e+00	2.355544e-19	4.853395e-11
2.766941645411447e+00	2.355544e-19	4.853395e-11
2.773320104651775e+00	2.355544e-19	4.853395e-11
2.779713267759223e+00	2.355544e-19	4.853395e-11
2.786121168629704e+00	2.355544e-19	4.853395e-11
2.792543841237272e+00	2.355544e-19	4.853395e-11
2.798981319634296e+00	2.355544e-19	4.853395e-11
2.805433637951646e+00	2.355544e-19	4.853395e-11
2.811900830398873e+00	2.355544e-19	4.853395e-11
2.818382931264386e+00	2.355544e-19	4.853395e-11
2.824879974915639e+00	2.355544e-19	4.853395e-11
2.831391995799311e+00	2.355544e-19	4.853395e-11
2.837919028441488e+00	2.355544e-19	4.853395e-11
2.844461107447847e+00	2.355544e-19	4.853395e-11
2.851018267503840e+00	2.355544e-19	4.853395e-11
2.857590543374877e+00	2.355544e-19	4.853395e-11
2.864177969906511e+00	2.355544e-19	4.853395e-11
2.870780582024621e+00	2.355544e-19	4.853395e-11
2.877398414735599e+00	2.355544e-19	4.853395e-11
2.884031503126535e+00	2.355544e-19	4.853395e-11
2.890679882365405e+00	2.355544e-19	4.853395e-11
2.897343587701252e+00	2.355544e-19	4.853395e-11
2.904022654464379e+00	2.355544e-19	4.853395e-11
2.910717118066533e+00	2.355544e-19	4.853395e-11
2.917427014001094e+00	2.355544e-19	4.853395e-11
2.924152377843263e+00	2.355544e-19	4.853395e-11
2.930893245250247e+00	2.355544e-19	4.853395e-11
2.937649651961457e+00	2.355544e-19	4.853395e-11
2.944421633798687e+00	2.355544e-19	4.853395e-11
2.951209226666312e+00	2.355544e-19	4.853395e-11
2.958012466551472e+00	2.355544e-19	4.853395e-11
2.964831389524268e+00	2.355544e-19	4.853395e-11
2.971666031737951e+00	2.355544e-19	4.853395e-11
2.978516429429114e+00	2.355544e-19	4.853395e-11
2.985382618917884e+00	2.355544e-19	4.853395e-11
2.992264636608113e+00	2.355544e-19	4.853395e-11
2.999162518987575e+00	2.355544e-19	4.853395e-11
3.006076302628154e+00	2.355544e-19	4.853395e-11
3.013006024186044e+00	2.355544e-19	4.853395e-11
3.019951720401939e+00	2.355544e-19	4.853395e-11
3.026913428101228e+00	2.355544e-19	4.853395e-11
3.033891184194192e+00	2.355544e-19	4.853395e-11
3.040885025676201e+00	2.355544e-19	4.853395e-11
3.047894989627905e+00	2.355544e-19	4.853395e-11
3.054921113215435e+00	2.355544e-19	4.853395e-11
3.061963433690598e+00	2.355544e-19	4.853395e-11
3.069021988391078e+00	2.355544e-19	4.853395e-11
3.076096814740628e+00	2.355544e-19	4.853395e-11
3.083187950249274e+00	2.355544e-19	4.853395e-11
3.090295432513510e+00	2.355544e-19	4.853395e-11
3.097419299216499e+00	2.355544e-19	4.853395e-11
3.104559588128274e+00	2.355544e-19	4.853395e-11
3.111716337105936e+00	2.355544e-19	4.853395e-11
3.118889584093855e+00	2.355544e-19	4.853395e-11
3.126079367123872e+00	2.355544e-19	4.853395e-11
3.133285724315503e+00	2.355544e-19	4.853395e-11
3.140508693876134e+00	2.355544e-19	4.853395e-11
3.147748314101232e+00	2.355544e-19	4.853395e-11
3.155004623374543e+00	2.355544e-19	4.853395e-11
3.162277660168295e+00	2.355544e-19	4.853395e-11
3.169567463043406e+00	2.355544e-19	4.853395e-11
3.176874070649685e+00	2.355544e-19	4.853395e-11
3.184197521726039e+00	2.355544e-19	4.853395e-11
3.191537855100675e+00	2.355544e-19	4.853395e-11
3.198895109691312e+00	2.355544e-19	4.853395e-11
3.206269324505379e+00	2.355544e-19	4.853395e-11
3.213660538640231e+00	2.355544e-19	4.853395e-11
3.221068791283347e+00	2.355544e-19	4.853395e-11
3.228494121712548e+00	2.355544e-19	4.853395e-11
3.235936569296194e+00	2.355544e-19	4.853395e-11
3.243396173493404e+00	2.355544e-19	4.853395e-11
3.250872973854255e+00	2.355544e-19	4.853395e-11
3.258367010019999e+00	2.355544e-19	4.853395e-11
3.265878321723268e+00	2.355544e-19	4.853395e-11
3.273406948788292e+00	2.355544e-19	4.853395e-11
